customer_id,home_market,signup_date,age_group,income_group,home_area_type,acquisition_channel,device,loyalty_member,prior_rides,prior_spend,prior_promotions_used,days_since_last_ride,prior_avg_rating,prior_complaints
C11107,Mesa Vista,2023-03-07,45-54,$35k-$59k,Outer suburb,Organic,iOS,0,3,55.62,1,26,5.0,0
C11108,Mesa Vista,2023-06-03,18-24,Under $35k,Inner suburb,Paid search,Android,0,0,0.0,0,214,4.68,0
C11109,Northport,2023-05-27,35-44,$35k-$59k,Inner suburb,Organic,Android,1,7,158.63,1,5,4.58,3
C11110,Mesa Vista,2024-07-31,18-24,$35k-$59k,Outer suburb,Referral,Android,0,4,111.33,1,4,4.83,0
C11111,Lake City,2024-03-21,55-64,,Inner suburb,Referral,iOS,1,6,127.1,2,47,4.93,1
C11112,Northport,2022-09-02,25-34,$90k-$124k,Inner suburb,Partnership,iOS,0,16,405.4,3,12,4.67,0
C11113,Grand Junction,2024-11-02,35-44,$35k-$59k,Inner suburb,Partnership,Android,0,10,227.39,1,9,4.89,1
C11114,Grand Junction,2022-01-16,35-44,$35k-$59k,Inner suburb,Organic,iOS,0,3,61.01,0,4,4.67,0
C11115,Lake City,2024-03-29,35-44,$90k-$124k,Urban core,Partnership,Android,0,13,303.08,1,42,4.44,0
C11116,Northport,2023-02-26,55-64,$35k-$59k,Inner suburb,Organic,Android,1,2,35.07,0,14,4.73,0
C11117,Northport,2024-11-02,35-44,$35k-$59k,Urban core,Organic,Android,0,8,137.41,1,5,4.66,1
C11118,Mesa Vista,2022-05-29,55-64,$90k-$124k,Outer suburb,Organic,iOS,0,17,334.72,3,19,4.1,0
C11119,Riverton,2024-01-22,35-44,$90k-$124k,Urban core,Social media,iOS,1,19,340.13,4,7,4.76,0
C11120,Riverton,2022-06-18,18-24,Under $35k,Outer suburb,Paid search,iOS,0,2,31.48,1,61,4.99,0
C11121,Lake City,2024-01-01,55-64,$90k-$124k,Inner suburb,Organic,iOS,0,0,0.0,0,385,5.0,0
C11122,Mesa Vista,2023-09-13,25-34,$60k-$89k,Inner suburb,Referral,iOS,0,0,0.0,0,339,4.52,0
C11123,Mesa Vista,2024-10-17,45-54,,Urban core,Organic,iOS,0,0,0.0,0,390,4.38,0
C11124,Mesa Vista,2022-01-10,45-54,$60k-$89k,Inner suburb,Paid search,iOS,0,2,30.42,0,40,4.75,0
C11125,Grand Junction,2022-07-20,25-34,$35k-$59k,Urban core,Organic,Android,0,1,13.17,0,15,4.28,0
C11126,Riverton,2023-12-18,18-24,$90k-$124k,Inner suburb,Partnership,Android,0,0,0.0,0,161,4.74,0
C11127,Grand Junction,2022-05-30,35-44,$60k-$89k,Urban core,Partnership,iOS,0,0,0.0,0,365,,0
C11128,Mesa Vista,2022-10-14,35-44,$125k+,Urban core,Organic,Android,0,10,312.31,1,17,5.0,0
C11129,Lake City,2022-11-19,35-44,$60k-$89k,Urban core,Social media,iOS,1,6,117.68,1,11,4.57,0
C11130,Riverton,2022-09-29,18-24,Under $35k,Inner suburb,Paid search,iOS,0,5,64.98,0,15,5.0,0
C11131,Mesa Vista,2024-09-08,18-24,$90k-$124k,Inner suburb,Referral,iOS,1,28,572.53,3,1,4.8,0
C11132,Northport,2024-12-01,55-64,$60k-$89k,Inner suburb,Paid search,iOS,0,4,123.65,0,12,4.35,0
C11133,Grand Junction,2023-05-28,18-24,$90k-$124k,Inner suburb,Organic,Android,0,4,101.06,0,12,4.26,1
C11134,Mesa Vista,2022-05-01,55-64,$60k-$89k,Outer suburb,Partnership,Android,0,1,23.46,0,28,5.0,0
C11135,Riverton,2023-02-25,35-44,$35k-$59k,Urban core,Organic,iOS,0,11,260.33,2,20,4.86,0
C11136,Riverton,2023-07-22,18-24,$60k-$89k,Inner suburb,Organic,Android,0,2,42.73,1,62,4.93,0
C11137,Lake City,2023-08-17,18-24,$35k-$59k,Inner suburb,Social media,iOS,0,0,0.0,0,121,4.54,0
C11138,Grand Junction,2022-08-15,18-24,Under $35k,Inner suburb,Social media,iOS,0,3,51.51,1,17,4.89,0
C11139,Lake City,2024-10-04,35-44,,Inner suburb,Partnership,iOS,1,6,231.88,2,20,4.69,0
C11140,Northport,2024-08-21,25-34,Under $35k,Outer suburb,Organic,Android,0,1,21.13,0,30,4.63,0
C11141,Riverton,2022-01-18,35-44,$90k-$124k,Urban core,Social media,iOS,1,48,953.54,1,33,4.92,1
C11142,Riverton,2022-10-11,35-44,$35k-$59k,Urban core,Paid search,Android,1,4,115.25,2,2,,0
C11143,Grand Junction,2023-02-16,35-44,$60k-$89k,Inner suburb,Organic,Android,0,0,0.0,0,492,4.59,0
C11144,Riverton,2022-10-03,25-34,Under $35k,Outer suburb,Paid search,iOS,0,0,0.0,0,450,4.68,0
C11145,Riverton,2022-11-08,25-34,$90k-$124k,Urban core,Organic,iOS,0,15,434.38,2,23,4.45,0
C11146,Riverton,2023-10-31,25-34,$90k-$124k,Outer suburb,Paid search,iOS,0,4,67.06,1,54,5.0,0
C11147,Grand Junction,2024-04-15,25-34,$35k-$59k,Outer suburb,Referral,Android,0,0,0.0,1,384,4.59,0
C11148,Northport,2022-11-15,25-34,$60k-$89k,Inner suburb,Organic,iOS,0,14,398.61,3,2,4.51,0
C11149,Mesa Vista,2022-02-02,35-44,Under $35k,Urban core,Paid search,iOS,0,10,194.84,1,22,4.84,0
C11150,Lake City,2023-07-19,35-44,$60k-$89k,Outer suburb,Social media,iOS,0,0,0.0,1,180,5.0,0
C11151,Mesa Vista,2022-07-12,18-24,$60k-$89k,Outer suburb,Social media,iOS,0,1,19.68,0,2,4.22,0
C11152,Mesa Vista,2024-01-20,35-44,$35k-$59k,Inner suburb,Organic,Android,0,2,30.61,1,104,4.91,0
C11153,Northport,2024-12-14,45-54,$35k-$59k,Urban core,Organic,iOS,0,6,151.41,2,21,4.93,0
C11154,Grand Junction,2022-06-18,35-44,$125k+,Inner suburb,Social media,Android,1,5,111.22,2,11,4.57,0
C11155,Lake City,2023-05-08,35-44,$35k-$59k,Inner suburb,Social media,iOS,0,8,159.72,1,3,4.41,0
C11156,Lake City,2024-06-02,35-44,$35k-$59k,Inner suburb,Organic,iOS,0,5,66.56,2,67,4.93,0
C11157,Northport,2024-05-02,45-54,Under $35k,Outer suburb,Organic,Android,0,3,57.88,2,24,4.85,0
C11158,Mesa Vista,2024-08-15,45-54,$60k-$89k,Urban core,Organic,iOS,0,27,500.2,1,27,4.79,1
C11159,Grand Junction,2023-07-17,45-54,Under $35k,Urban core,Referral,iOS,0,1,19.72,0,1,4.61,1
C11160,Riverton,2023-01-29,25-34,Under $35k,Inner suburb,Organic,iOS,0,7,122.88,1,51,4.63,0
C11161,Northport,2024-12-13,25-34,$60k-$89k,Inner suburb,Organic,iOS,1,9,116.42,2,31,4.6,0
C11162,Mesa Vista,2022-09-11,25-34,$60k-$89k,Inner suburb,Referral,iOS,0,3,59.26,0,8,4.27,0
C11163,Riverton,2022-06-28,35-44,$90k-$124k,Inner suburb,Partnership,iOS,0,10,270.77,1,20,4.49,0
C11164,Lake City,2022-01-14,35-44,$35k-$59k,Outer suburb,Paid search,iOS,0,4,78.58,0,24,4.92,0
C11165,Northport,2022-11-30,25-34,$60k-$89k,Outer suburb,Social media,iOS,0,2,51.0,1,37,4.97,0
C11166,Grand Junction,2023-02-03,35-44,$35k-$59k,Outer suburb,Organic,iOS,0,1,25.74,0,22,4.95,0
C11167,Northport,2022-09-15,25-34,$35k-$59k,Urban core,Organic,Android,1,18,358.31,3,8,4.44,1
C11168,Mesa Vista,2024-08-08,55-64,$90k-$124k,Urban core,Referral,Android,0,36,1249.77,0,1,4.78,1
C11169,Lake City,2022-10-28,25-34,$60k-$89k,Outer suburb,Paid search,Android,0,3,32.01,1,5,4.43,0
C11170,Mesa Vista,2024-07-05,65+,$90k-$124k,Urban core,Social media,Android,0,3,89.1,1,21,4.78,0
C11171,Mesa Vista,2023-11-17,35-44,$60k-$89k,Urban core,Organic,iOS,0,4,81.36,1,14,4.92,0
C11172,Grand Junction,2023-01-31,25-34,$60k-$89k,Inner suburb,Referral,iOS,0,3,38.91,0,32,4.49,0
C11173,Northport,2022-04-07,35-44,Under $35k,Inner suburb,Referral,iOS,0,4,83.56,1,92,4.31,0
C11174,Riverton,2023-08-23,35-44,$35k-$59k,Urban core,Social media,Android,0,25,561.84,2,30,4.98,2
C11175,Riverton,2022-09-13,25-34,$35k-$59k,Inner suburb,Organic,Android,0,1,16.73,0,11,4.67,0
C11176,Grand Junction,2022-06-13,35-44,$90k-$124k,Inner suburb,Organic,iOS,1,2,53.9,1,13,4.66,1
C11177,Grand Junction,2022-04-04,18-24,Under $35k,Urban core,Organic,iOS,0,8,114.32,0,18,4.94,1
C11178,Riverton,2022-11-13,25-34,Under $35k,Urban core,Partnership,iOS,0,2,41.08,1,53,4.62,0
C11179,Mesa Vista,2023-09-08,25-34,$35k-$59k,Inner suburb,Partnership,iOS,1,3,78.79,0,25,4.64,0
C11180,Northport,2022-08-05,35-44,$35k-$59k,Outer suburb,Partnership,iOS,0,10,274.39,3,27,4.72,1
C11181,Northport,2022-02-16,45-54,,Inner suburb,Organic,iOS,0,6,144.81,0,4,5.0,0
C11182,Lake City,2022-12-17,25-34,Under $35k,Urban core,Organic,Android,0,3,45.92,1,44,4.73,1
C11183,Grand Junction,2022-04-24,25-34,$35k-$59k,Inner suburb,Social media,iOS,1,13,273.29,1,14,4.4,0
C11184,Grand Junction,2024-03-19,18-24,,Outer suburb,Paid search,iOS,1,2,23.83,0,34,4.93,0
C11185,Lake City,2023-08-12,25-34,$125k+,Urban core,Social media,iOS,1,72,2360.84,4,44,4.95,2
C11186,Lake City,2022-09-11,35-44,$90k-$124k,Outer suburb,Organic,iOS,0,11,348.53,5,59,5.0,1
C11187,Lake City,2024-03-25,65+,$125k+,Inner suburb,Organic,iOS,0,5,97.94,2,24,4.82,0
C11188,Northport,2023-03-10,35-44,$90k-$124k,Inner suburb,Paid search,Android,0,7,179.05,0,41,4.67,0
C11189,Grand Junction,2024-04-12,35-44,$125k+,Urban core,Organic,Android,0,24,543.97,2,31,4.33,2
C11190,Riverton,2023-07-07,65+,Under $35k,Inner suburb,Paid search,Android,0,0,0.0,0,143,4.72,0
C11191,Lake City,2024-09-09,25-34,$60k-$89k,Urban core,Partnership,iOS,0,1,20.07,1,226,4.63,0
C11192,Mesa Vista,2023-03-09,55-64,$90k-$124k,Urban core,Partnership,Android,0,3,75.43,0,9,4.33,1
C11193,Northport,2022-06-11,55-64,$90k-$124k,Urban core,Organic,Android,0,7,194.07,2,10,4.51,0
C11194,Grand Junction,2022-11-24,25-34,$35k-$59k,Urban core,Referral,Android,0,7,173.32,1,13,4.55,0
C11195,Lake City,2022-02-04,65+,$60k-$89k,Urban core,Social media,iOS,0,4,102.8,1,51,3.94,1
C11196,Riverton,2024-04-09,45-54,$60k-$89k,Outer suburb,Organic,Android,0,6,184.71,2,105,5.0,0
C11197,Northport,2023-09-14,35-44,,Inner suburb,Organic,Android,0,2,50.6,0,1,4.49,0
C11198,Grand Junction,2023-07-16,18-24,$35k-$59k,Urban core,Organic,iOS,0,17,376.51,2,45,4.79,0
C11199,Grand Junction,2024-10-31,35-44,$35k-$59k,Outer suburb,Organic,iOS,0,4,69.89,0,29,4.8,0
C11200,Northport,2022-10-27,45-54,$90k-$124k,Urban core,Paid search,iOS,0,8,177.6,1,29,4.21,0
C11201,Northport,2024-10-03,35-44,$90k-$124k,Urban core,Partnership,Android,1,42,1030.51,0,28,4.7,1
C11202,Lake City,2022-02-14,35-44,$60k-$89k,Inner suburb,Organic,iOS,1,24,665.45,4,35,4.9,1
C11203,Riverton,2024-03-05,18-24,$60k-$89k,Outer suburb,Social media,iOS,0,10,184.26,2,12,4.84,0
C11204,Riverton,2023-05-24,35-44,$60k-$89k,Urban core,Organic,iOS,0,12,216.31,3,31,5.0,0
C11205,Mesa Vista,2023-04-04,45-54,$90k-$124k,Inner suburb,Organic,iOS,0,21,750.49,2,10,4.82,0
C11206,Lake City,2022-05-15,25-34,Under $35k,Outer suburb,Referral,Android,1,21,388.54,1,49,4.54,0
C11207,Riverton,2024-07-23,55-64,$35k-$59k,Outer suburb,Partnership,iOS,0,3,57.43,0,27,4.67,1
C11208,Riverton,2023-10-31,35-44,$60k-$89k,Inner suburb,Paid search,iOS,0,4,77.39,3,1,4.76,0
C11209,Lake City,2023-11-29,25-34,$60k-$89k,Urban core,Paid search,Android,0,6,129.78,2,6,5.0,0
C11210,Lake City,2022-07-30,25-34,$35k-$59k,Outer suburb,Organic,iOS,0,11,290.49,2,14,4.96,2
C11211,Lake City,2023-06-15,35-44,Under $35k,Outer suburb,Partnership,iOS,0,12,342.3,4,27,4.53,0
C11212,Riverton,2023-07-29,35-44,$35k-$59k,Inner suburb,Organic,iOS,0,0,0.0,0,412,,0
C11213,Northport,2023-03-04,25-34,$35k-$59k,Outer suburb,Social media,iOS,0,8,160.24,2,4,4.96,0
C11214,Northport,2024-04-24,65+,$35k-$59k,Inner suburb,Social media,Android,0,4,92.77,0,35,4.53,0
C11215,Riverton,2024-05-20,18-24,$90k-$124k,Urban core,Organic,Android,0,22,485.12,5,23,4.76,1
C11216,Grand Junction,2023-11-22,45-54,$35k-$59k,Outer suburb,Organic,iOS,0,21,373.85,2,44,4.21,0
C11217,Lake City,2024-06-04,35-44,$60k-$89k,Outer suburb,Referral,iOS,0,3,65.71,1,9,4.95,2
C11218,Lake City,2024-07-07,35-44,$60k-$89k,Inner suburb,Organic,Android,0,0,0.0,1,262,4.56,0
C11219,Mesa Vista,2023-05-31,25-34,$90k-$124k,Urban core,Paid search,Android,1,19,520.12,1,2,4.85,0
C11220,Riverton,2022-02-27,55-64,$60k-$89k,Urban core,Paid search,iOS,0,0,0.0,1,423,4.38,0
C11221,Grand Junction,2023-08-13,35-44,$35k-$59k,Inner suburb,Organic,iOS,1,7,111.28,2,4,4.68,0
C11222,Mesa Vista,2023-04-24,65+,Under $35k,Inner suburb,Partnership,iOS,0,7,96.08,4,6,4.78,0
C11223,Grand Junction,2022-08-19,25-34,$35k-$59k,Urban core,Organic,Android,1,12,158.26,2,4,4.63,0
C11224,Mesa Vista,2024-08-23,35-44,$60k-$89k,Outer suburb,Organic,iOS,0,16,200.0,2,6,4.88,1
C11225,Northport,2022-04-05,25-34,$35k-$59k,Outer suburb,Referral,Android,0,15,320.41,4,7,4.96,0
C11226,Northport,2023-03-05,25-34,$60k-$89k,Urban core,Social media,Android,0,4,129.59,1,65,4.68,0
C11227,Northport,2022-01-24,35-44,$60k-$89k,Urban core,Referral,iOS,0,1,26.88,0,75,5.0,0
C11228,Northport,2022-03-29,25-34,$35k-$59k,Inner suburb,Paid search,Android,0,6,147.22,1,96,4.65,1
C11229,Northport,2023-08-20,55-64,$90k-$124k,Inner suburb,Referral,Android,0,4,113.81,0,44,4.85,1
C11230,Mesa Vista,2022-07-31,65+,,Urban core,Paid search,iOS,1,15,500.33,1,32,,0
C11231,Mesa Vista,2023-02-15,25-34,,Urban core,Paid search,iOS,0,2,47.54,0,17,4.72,0
C11232,Mesa Vista,2024-09-29,25-34,$35k-$59k,Outer suburb,Referral,iOS,0,3,54.43,1,35,4.35,0
C11233,Grand Junction,2023-10-22,35-44,$125k+,Urban core,Social media,iOS,1,1,18.4,1,2,4.51,0
C11234,Mesa Vista,2023-02-14,35-44,$90k-$124k,Inner suburb,Organic,Android,0,5,138.53,0,22,4.75,1
C11235,Lake City,2024-11-04,35-44,$90k-$124k,Inner suburb,Organic,iOS,0,4,101.9,2,18,4.19,1
C11236,Riverton,2024-03-16,25-34,$90k-$124k,Inner suburb,Organic,iOS,0,2,48.24,0,10,4.6,0
C11237,Grand Junction,2024-04-01,35-44,$35k-$59k,Inner suburb,Organic,iOS,0,4,82.42,2,35,4.5,0
C11238,Riverton,2022-04-22,35-44,$125k+,Urban core,Referral,iOS,0,0,0.0,0,447,4.45,0
C11239,Northport,2023-08-27,25-34,Under $35k,Urban core,Paid search,iOS,1,9,108.05,2,16,4.68,1
C11240,Northport,2022-05-28,25-34,$60k-$89k,Inner suburb,Partnership,Android,0,11,225.56,3,23,4.92,0
C11241,Grand Junction,2024-04-21,55-64,$60k-$89k,Urban core,Organic,Android,1,3,73.44,2,60,4.72,0
C11242,Mesa Vista,2022-04-02,25-34,Under $35k,Outer suburb,Referral,Android,0,5,96.81,1,17,4.59,0
C11243,Northport,2022-06-07,25-34,$35k-$59k,Inner suburb,Referral,Android,0,9,187.69,1,80,4.6,0
C11244,Northport,2023-04-24,35-44,$60k-$89k,Outer suburb,Organic,iOS,1,8,169.47,3,7,4.63,0
C11245,Lake City,2024-02-29,25-34,Under $35k,Urban core,Organic,iOS,0,5,116.35,1,9,4.69,1
C11246,Northport,2024-12-17,25-34,$125k+,Inner suburb,Referral,iOS,0,13,322.61,2,99,4.8,0
C11247,Lake City,2022-01-30,35-44,Under $35k,Outer suburb,Social media,Android,0,0,0.0,0,359,4.92,0
C11248,Mesa Vista,2024-02-05,55-64,$125k+,Inner suburb,Paid search,iOS,0,4,118.93,0,26,4.79,0
C11249,Mesa Vista,2023-07-01,25-34,$60k-$89k,Urban core,Referral,Android,0,4,94.83,1,10,4.53,0
C11250,Riverton,2023-03-22,18-24,$125k+,Inner suburb,Partnership,iOS,0,4,102.19,2,49,4.56,0
C11251,Lake City,2022-10-01,45-54,$35k-$59k,Outer suburb,Partnership,Android,0,1,19.42,0,49,4.33,0
C11252,Riverton,2023-11-14,35-44,$60k-$89k,Outer suburb,Organic,Android,1,4,88.45,0,6,4.94,0
C11253,Mesa Vista,2024-03-18,55-64,$35k-$59k,Urban core,Partnership,iOS,1,90,1054.46,1,48,4.77,0
C11254,Lake City,2022-11-05,25-34,$35k-$59k,Inner suburb,Organic,iOS,0,1,19.57,1,15,4.71,0
C11255,Northport,2023-12-07,25-34,$90k-$124k,Urban core,Organic,iOS,0,12,253.69,4,14,4.9,1
C11256,Lake City,2023-10-06,25-34,$35k-$59k,Urban core,Partnership,Android,0,6,83.5,1,85,4.69,0
C11257,Riverton,2023-04-20,45-54,$35k-$59k,Outer suburb,Partnership,iOS,0,1,15.42,1,34,5.0,0
C11258,Lake City,2022-12-08,55-64,$35k-$59k,Inner suburb,Organic,iOS,1,11,214.1,2,86,4.7,0
C11259,Mesa Vista,2024-03-31,35-44,$125k+,Urban core,Referral,iOS,0,15,242.19,4,61,4.98,2
C11260,Mesa Vista,2023-05-24,25-34,$35k-$59k,Outer suburb,Paid search,iOS,0,0,0.0,1,171,4.96,0
C11261,Grand Junction,2022-10-13,45-54,Under $35k,Inner suburb,Partnership,Android,0,2,21.94,1,3,4.85,0
C11262,Northport,2024-11-09,35-44,$125k+,Inner suburb,Organic,Android,0,1,18.54,0,12,4.59,0
C11263,Grand Junction,2024-12-29,25-34,Under $35k,Inner suburb,Partnership,iOS,0,5,97.53,0,19,4.88,0
C11264,Mesa Vista,2024-01-14,25-34,$90k-$124k,Outer suburb,Organic,iOS,0,1,20.87,0,5,4.84,0
C11265,Mesa Vista,2023-05-16,35-44,Under $35k,Outer suburb,Organic,Android,0,0,0.0,0,480,4.6,0
C11266,Mesa Vista,2024-02-18,45-54,Under $35k,Inner suburb,Referral,iOS,0,4,80.3,0,1,5.0,0
C11267,Lake City,2024-03-03,25-34,$35k-$59k,Urban core,Organic,iOS,1,19,448.94,4,77,4.54,2
C11268,Mesa Vista,2023-09-28,35-44,$90k-$124k,Outer suburb,Organic,Android,0,1,23.72,1,13,4.74,0
C11269,Lake City,2022-02-12,35-44,$35k-$59k,Inner suburb,Social media,iOS,1,0,0.0,0,233,4.86,0
C11270,Grand Junction,2022-07-08,35-44,$60k-$89k,Inner suburb,Paid search,iOS,0,8,160.47,3,7,4.81,0
C11271,Riverton,2024-08-27,45-54,$125k+,Inner suburb,Referral,iOS,0,3,69.82,1,19,4.71,0
C11272,Northport,2024-03-09,55-64,$35k-$59k,Urban core,Organic,iOS,0,6,159.09,1,118,4.99,0
C11273,Lake City,2024-12-07,65+,$35k-$59k,Inner suburb,Social media,Android,0,18,279.45,0,23,4.3,1
C11274,Northport,2023-05-05,18-24,$35k-$59k,Inner suburb,Social media,iOS,0,2,53.97,0,7,4.75,0
C11275,Grand Junction,2024-05-07,18-24,Under $35k,Outer suburb,Partnership,iOS,0,6,85.83,1,20,4.71,0
C11276,Grand Junction,2024-04-22,25-34,$60k-$89k,Inner suburb,Organic,Android,0,14,197.91,2,41,4.71,1
C11277,Northport,2023-01-10,35-44,Under $35k,Inner suburb,Organic,iOS,0,0,0.0,0,315,4.78,0
C11278,Mesa Vista,2023-04-29,45-54,$90k-$124k,Urban core,Organic,Android,0,14,378.68,0,1,4.65,1
C11279,Mesa Vista,2024-12-08,35-44,$90k-$124k,Outer suburb,Social media,Android,0,2,50.91,0,20,4.69,0
C11280,Northport,2024-10-06,35-44,$60k-$89k,Urban core,Paid search,iOS,0,20,501.81,1,23,4.92,1
C11281,Mesa Vista,2024-10-25,45-54,$35k-$59k,Urban core,Organic,iOS,0,14,303.03,3,100,4.58,0
C11282,Riverton,2022-10-01,35-44,,Outer suburb,Organic,Android,0,5,152.88,2,23,4.63,0
C11283,Northport,2024-05-23,25-34,$90k-$124k,Outer suburb,Paid search,iOS,0,9,216.8,3,83,4.4,0
C11284,Northport,2022-05-20,35-44,Under $35k,Inner suburb,Partnership,Android,0,1,20.19,1,17,4.95,0
C11285,Northport,2023-11-23,55-64,$35k-$59k,Urban core,Organic,iOS,0,5,83.71,2,6,4.47,1
C11286,Riverton,2023-06-08,55-64,Under $35k,Inner suburb,Referral,Android,0,2,37.55,0,3,4.62,0
C11287,Grand Junction,2023-12-17,25-34,,Outer suburb,Referral,Android,0,6,129.3,2,11,4.93,0
C11288,Northport,2023-03-21,35-44,,Outer suburb,Referral,iOS,0,18,587.55,5,28,5.0,1
C11289,Mesa Vista,2022-05-20,25-34,Under $35k,Inner suburb,Organic,iOS,0,3,29.21,1,39,4.73,0
C11290,Riverton,2022-11-02,25-34,$90k-$124k,Inner suburb,Paid search,iOS,0,6,90.01,1,64,4.57,0
C11291,Lake City,2023-11-28,35-44,$35k-$59k,Outer suburb,Paid search,iOS,0,10,200.06,0,15,4.85,0
C11292,Lake City,2023-09-11,55-64,$60k-$89k,Inner suburb,Paid search,iOS,1,5,123.37,1,18,5.0,0
C11293,Grand Junction,2023-02-25,35-44,Under $35k,Outer suburb,Partnership,iOS,0,6,75.29,1,83,4.76,0
C11294,Northport,2022-01-03,25-34,$35k-$59k,Inner suburb,Organic,iOS,0,2,40.78,0,27,4.47,0
C11295,Riverton,2024-05-03,35-44,Under $35k,Inner suburb,Organic,Android,1,26,396.36,5,12,4.52,1
C11296,Mesa Vista,2023-12-24,45-54,$60k-$89k,Urban core,Paid search,Android,0,12,189.44,1,38,4.98,0
C11297,Northport,2023-02-06,25-34,$90k-$124k,Inner suburb,Partnership,iOS,0,14,313.3,2,17,4.94,0
C11298,Riverton,2024-04-30,55-64,$90k-$124k,Outer suburb,Organic,Android,0,4,36.61,2,82,4.56,0
C11299,Mesa Vista,2024-10-22,35-44,Under $35k,Outer suburb,Social media,iOS,0,2,45.54,0,30,,0
C11300,Northport,2022-10-10,25-34,$90k-$124k,Inner suburb,Organic,iOS,0,4,84.45,1,20,4.52,0
C11301,Northport,2023-09-30,55-64,$90k-$124k,Outer suburb,Organic,Android,0,2,27.44,0,3,4.49,0
C11302,Grand Junction,2024-11-04,35-44,Under $35k,Inner suburb,Social media,iOS,0,6,90.53,2,3,4.53,0
C11303,Mesa Vista,2024-10-17,25-34,$60k-$89k,Inner suburb,Organic,Android,0,0,0.0,0,407,,0
C11304,Mesa Vista,2023-07-26,18-24,$35k-$59k,Inner suburb,Social media,Android,0,4,86.32,0,7,4.47,0
C11305,Riverton,2023-05-26,18-24,$35k-$59k,Urban core,Referral,Android,0,3,52.93,1,88,4.84,0
C11306,Mesa Vista,2023-06-17,25-34,Under $35k,Inner suburb,Paid search,iOS,0,1,25.27,0,21,5.0,0
C11307,Lake City,2023-05-06,45-54,$60k-$89k,Outer suburb,Organic,iOS,0,4,97.07,2,14,5.0,1
C11308,Mesa Vista,2024-07-23,45-54,$90k-$124k,Inner suburb,Referral,iOS,1,9,273.03,0,8,5.0,0
C11309,Lake City,2022-11-04,18-24,Under $35k,Urban core,Organic,iOS,0,23,542.94,3,29,4.49,0
C11310,Lake City,2024-06-27,55-64,Under $35k,Inner suburb,Referral,iOS,0,0,0.0,0,222,4.57,0
C11311,Grand Junction,2023-07-14,25-34,$35k-$59k,Outer suburb,Paid search,iOS,0,2,52.93,0,4,4.69,0
C11312,Riverton,2023-01-22,55-64,$90k-$124k,Inner suburb,Referral,iOS,0,10,204.42,3,12,4.37,0
C11313,Riverton,2024-12-21,45-54,Under $35k,Inner suburb,Social media,Android,0,1,13.51,0,24,4.66,0
C11314,Riverton,2024-11-23,65+,$35k-$59k,Urban core,Referral,iOS,1,64,1647.51,0,3,5.0,1
C11315,Riverton,2024-05-03,45-54,$60k-$89k,Urban core,Social media,Android,0,3,55.15,0,4,4.83,0
C11316,Mesa Vista,2023-03-25,35-44,$60k-$89k,Urban core,Referral,Android,0,23,654.29,2,17,4.33,0
C11317,Grand Junction,2022-04-11,35-44,Under $35k,Inner suburb,Social media,iOS,0,0,0.0,1,395,4.4,0
C11318,Lake City,2023-02-07,65+,Under $35k,Inner suburb,Referral,Android,0,1,17.07,1,4,4.33,0
C11319,Mesa Vista,2022-01-31,35-44,$125k+,Inner suburb,Organic,Android,0,7,141.4,1,15,5.0,0
C11320,Lake City,2023-05-24,65+,$60k-$89k,Urban core,Paid search,iOS,0,21,420.04,4,111,5.0,1
C11321,Northport,2024-03-02,45-54,,Urban core,Paid search,iOS,1,3,59.67,0,21,4.58,0
C11322,Riverton,2023-04-01,25-34,Under $35k,Inner suburb,Organic,Android,0,2,33.7,1,2,5.0,0
C11323,Mesa Vista,2024-05-21,25-34,$35k-$59k,Urban core,Organic,Android,0,5,141.15,0,71,4.88,0
C11324,Mesa Vista,2022-02-11,18-24,$35k-$59k,Inner suburb,Paid search,Android,0,0,0.0,0,488,4.6,0
C11325,Mesa Vista,2024-07-11,45-54,Under $35k,Inner suburb,Referral,iOS,0,1,23.03,0,7,,0
C11326,Northport,2024-03-06,25-34,$35k-$59k,Outer suburb,Referral,Android,0,3,95.26,2,10,4.65,0
C11327,Lake City,2022-05-10,45-54,,Inner suburb,Organic,Android,0,4,117.24,1,11,4.79,0
C11328,Lake City,2023-05-20,65+,$35k-$59k,Urban core,Organic,Android,0,2,38.97,0,28,4.84,0
C11329,Mesa Vista,2023-02-18,35-44,$60k-$89k,Outer suburb,Social media,iOS,0,3,62.86,0,15,4.54,0
C11330,Grand Junction,2024-07-25,45-54,$35k-$59k,Inner suburb,Social media,iOS,0,10,260.35,3,5,5.0,0
C11331,Mesa Vista,2022-06-08,35-44,$125k+,Outer suburb,Organic,Android,1,14,444.55,2,41,4.72,0
C11332,Northport,2023-03-13,55-64,$90k-$124k,Outer suburb,Referral,iOS,0,1,30.97,1,2,4.4,0
C11333,Northport,2022-07-09,25-34,$60k-$89k,Inner suburb,Organic,Android,0,5,85.14,1,6,4.87,0
C11334,Riverton,2023-03-22,25-34,$90k-$124k,Urban core,Organic,iOS,1,13,258.18,5,7,4.73,0
C11335,Lake City,2022-06-15,18-24,$60k-$89k,Urban core,Referral,Android,0,3,44.82,1,6,4.31,0
C11336,Grand Junction,2024-07-01,45-54,Under $35k,Inner suburb,Referral,Android,0,0,0.0,0,254,4.9,0
C11337,Lake City,2023-06-12,18-24,$90k-$124k,Urban core,Social media,Android,0,3,81.38,0,17,4.71,0
