ride_id,customer_id,request_date,request_hour,day_of_week,weekend,market,trip_type,distance_miles,estimated_duration_min,standard_estimated_wait_min,priority_eligible,priority_estimated_wait_min,priority_surcharge,priority_selected,temperature_f,rain,snow,high_demand,service_disruption,surge_multiplier,quoted_fare,campaign_id,campaign_treatment,campaign_offer_applied,discount_amount,ride_credit_earned,amount_paid,completed,customer_cancelled,driver_cancelled,actual_wait_min,actual_duration_min,driver_id,driver_experience_months,driver_rating_before_ride,vehicle_quality,customer_rating,complaint
R048523,C06871,2025-12-18,2,Thursday,0,Riverton,Leisure,9.3,21.4,12.3,0,,,0,25.7,0,0,1,0,1.25,30.37,,,0,0.0,0.0,30.37,1,0,0,10.9,26.4,D0941,42,5.0,Comfort,5,0
R048524,C07384,2025-12-31,16,Wednesday,0,Lake City,Leisure,9.9,25.4,13.9,0,,,0,27.7,1,0,0,0,1.0,28.32,,,0,0.0,0.0,28.32,1,0,0,17.8,27.5,D0883,28,4.71,Comfort,5,0
R048525,C05978,2025-10-31,14,Friday,0,Lake City,Commute,4.5,16.2,10.3,0,,,0,87.0,0,0,1,0,1.25,21.19,,,0,0.0,0.0,21.19,1,0,0,10.9,15.2,D0541,31,4.54,Standard,4,0
R048526,C11905,2025-11-21,18,Friday,0,Lake City,Leisure,3.3,12.1,7.2,0,,,0,48.4,0,0,1,0,1.15,16.07,,,0,0.0,0.0,16.07,1,0,0,10.1,16.9,D0208,27,4.68,Comfort,4,0
R048527,C02767,2025-07-29,16,Tuesday,0,Mesa Vista,Commute,5.8,20.3,12.0,1,6.1,5.0,1,96.9,1,0,1,0,1.25,26.0,,,0,0.0,0.0,0.0,0,1,0,9.3,23.1,D0448,19,4.95,Standard,,1
R048528,C11221,2025-04-13,17,Sunday,1,Mesa Vista,Errand,4.3,16.4,5.3,0,,,0,59.7,0,0,0,0,1.0,17.35,,,0,0.0,0.0,17.35,1,0,0,8.5,16.1,D1338,16,4.62,Standard,5,0
R048529,C10513,2025-08-28,12,Thursday,0,Northport,Business,12.5,27.2,6.9,1,1.2,4.0,0,89.7,1,0,0,0,1.0,32.21,,,0,0.0,0.0,32.21,1,0,0,7.9,26.2,D1688,36,5.0,Standard,5,0
R048530,C04907,2025-06-30,6,Monday,0,Lake City,Leisure,9.8,24.5,6.4,0,,,0,56.5,1,0,0,0,1.0,27.94,WINBACK_2025_06,20% off,0,0.0,0.0,27.94,1,0,0,7.1,26.6,D1202,24,4.72,Comfort,,0
R048531,C11633,2025-12-30,17,Tuesday,0,Grand Junction,Airport,10.0,24.5,5.7,1,1.2,2.0,1,24.7,0,0,0,0,1.0,26.79,,,0,0.0,0.0,28.79,1,0,0,0.8,24.4,D0968,18,4.66,Premium,,0
R048532,C02734,2025-09-21,9,Sunday,1,Lake City,Airport,25.5,65.8,7.7,1,1.2,4.0,1,89.0,0,0,1,0,1.4,89.87,,,0,0.0,0.0,0.0,0,1,0,0.8,60.3,D0220,35,4.8,Standard,,0
R048533,C10005,2025-10-01,15,Wednesday,0,Mesa Vista,Airport,15.5,36.6,7.5,0,,,0,64.4,0,0,1,0,1.4,57.63,,,0,0.0,0.0,57.63,1,0,0,8.6,40.4,D1027,21,4.66,Standard,,0
R048534,C05354,2025-08-02,13,Saturday,1,Riverton,Leisure,8.3,21.6,4.6,0,,,0,89.7,0,0,0,0,1.0,22.61,,,0,0.0,0.0,22.61,1,0,0,5.9,26.4,D1644,14,4.91,Standard,5,0
R048535,C11525,2025-05-20,14,Tuesday,0,Northport,Leisure,13.0,26.1,10.9,0,,,0,63.1,0,0,0,0,1.0,32.83,,,0,0.0,0.0,32.83,1,0,0,12.0,24.4,D0498,13,4.85,Standard,5,0
R048536,C07894,2025-05-05,12,Monday,0,Mesa Vista,Airport,27.3,60.3,6.1,0,,,0,70.6,0,0,0,0,1.0,66.8,,,0,0.0,0.0,66.8,1,0,0,7.7,64.7,D0486,9,4.68,Comfort,,0
R048537,C11591,2025-03-05,14,Wednesday,0,Riverton,Leisure,2.9,13.6,7.7,0,,,0,38.8,0,0,1,0,1.25,14.39,,,0,0.0,0.0,0.0,0,1,0,7.2,9.2,D0446,15,4.65,Standard,,0
R048538,C06430,2025-11-23,4,Sunday,1,Lake City,Airport,18.2,36.7,5.9,0,,,0,30.4,0,0,0,0,1.0,45.16,,,0,0.0,0.0,45.16,1,0,0,7.3,35.7,D1748,8,4.68,Premium,5,0
R048539,C05656,2025-04-29,11,Tuesday,0,Grand Junction,Airport,15.3,32.1,7.6,0,,,0,59.6,0,0,0,0,1.0,37.63,,,0,0.0,0.0,0.0,0,1,0,7.1,31.7,D0620,3,4.88,Comfort,,0
R048540,C10985,2025-05-27,4,Tuesday,0,Mesa Vista,Leisure,7.2,18.8,6.2,0,,,0,82.1,0,0,0,0,1.0,22.89,,,0,0.0,0.0,0.0,0,1,0,9.0,18.8,D0388,21,4.84,Premium,,0
R048541,C07776,2025-08-21,22,Thursday,0,Grand Junction,Commute,1.4,9.1,9.4,0,,,0,72.9,0,0,1,0,1.15,9.8,,,0,0.0,0.0,9.8,1,0,0,7.6,10.6,D1215,8,4.62,Comfort,,0
R048542,C01357,2025-04-03,10,Thursday,0,Lake City,Airport,19.2,42.0,6.8,0,,,0,41.2,1,0,0,0,1.0,48.06,,,0,0.0,0.0,48.06,1,0,0,8.3,48.8,D0683,7,4.95,Standard,1,0
R048543,C05695,2025-12-01,17,Monday,0,Northport,Leisure,10.3,28.7,7.5,0,,,0,47.2,0,0,1,0,1.15,33.04,,,0,0.0,0.0,33.04,1,0,0,7.1,30.7,D0224,14,4.61,Comfort,4,0
R048544,C07615,2025-07-15,21,Tuesday,0,Lake City,Leisure,6.0,13.1,8.4,0,,,0,78.3,0,0,1,0,1.6,30.18,,,0,0.0,0.0,30.18,1,0,0,10.1,14.6,D1651,12,4.88,Comfort,5,0
R048545,C05502,2025-07-08,5,Tuesday,0,Riverton,Airport,13.6,29.7,4.3,0,,,0,75.0,0,0,0,0,1.0,33.56,,,0,0.0,0.0,33.56,1,0,0,5.6,22.0,D1307,33,5.0,Premium,5,0
R048546,C04227,2025-01-21,14,Tuesday,0,Lake City,Leisure,5.3,14.7,4.9,0,,,0,26.5,0,0,0,0,1.0,18.0,,,0,0.0,0.0,18.0,1,0,0,4.7,16.7,D0685,11,4.64,Comfort,5,0
R048547,C05775,2025-01-13,15,Monday,0,Grand Junction,Errand,9.2,25.5,9.3,0,,,0,16.3,0,1,0,0,1.0,25.63,,,0,0.0,0.0,0.0,0,1,0,11.6,25.8,D0924,25,4.76,Standard,,0
R048548,C04342,2025-04-24,13,Thursday,0,Lake City,Airport,14.7,33.7,6.2,0,,,0,61.9,0,0,0,0,1.0,38.44,,,0,0.0,0.0,38.44,1,0,0,6.9,39.1,D0424,11,4.83,Standard,,0
R048549,C09163,2025-08-05,22,Tuesday,0,Riverton,Leisure,3.4,13.8,6.0,0,,,0,73.0,0,0,0,0,1.0,12.42,,,0,0.0,0.0,12.42,1,0,0,7.8,13.8,D1069,26,4.89,Comfort,5,0
R048550,C10846,2025-07-22,20,Tuesday,0,Riverton,Leisure,9.4,21.7,5.1,0,,,0,96.5,0,0,0,0,1.0,24.54,,,0,0.0,0.0,24.54,1,0,0,3.3,23.6,D0845,31,4.93,Standard,5,0
R048551,C03009,2025-11-15,16,Saturday,1,Mesa Vista,Airport,11.8,34.7,5.6,1,1.2,4.0,0,63.5,0,0,0,0,1.0,34.35,,,0,0.0,0.0,34.35,1,0,0,6.4,42.6,D1433,33,4.83,Comfort,5,0
R048552,C06988,2025-09-18,18,Thursday,0,Lake City,Commute,5.0,15.3,5.5,0,,,0,86.6,0,0,0,0,1.0,17.62,,,0,0.0,0.0,17.62,1,0,0,5.2,17.9,D0598,8,4.82,Comfort,5,0
R048553,C11132,2025-05-05,23,Monday,0,Northport,Errand,4.8,14.6,9.8,0,,,0,61.0,1,0,1,0,1.25,20.14,,,0,0.0,0.0,20.14,1,0,0,13.3,19.1,D0004,33,4.93,Comfort,,0
R048554,C05061,2025-08-25,9,Monday,0,Grand Junction,Leisure,11.1,26.1,4.6,0,,,0,60.1,0,0,0,0,1.0,29.04,,,0,0.0,0.0,29.04,1,0,0,4.5,26.1,D1132,78,4.95,Standard,5,0
R048555,C02018,2025-06-09,8,Monday,0,Mesa Vista,Commute,17.5,47.4,4.9,0,,,0,87.3,0,0,0,0,1.0,47.0,WINBACK_2025_06,$5 ride credit,1,0.0,5.0,47.0,1,0,0,4.8,45.6,D1755,15,4.72,Standard,,0
R048556,C02175,2025-01-21,15,Tuesday,0,Northport,Errand,8.2,20.3,5.7,0,,,0,40.1,0,0,0,0,1.0,23.25,,,0,0.0,0.0,23.25,1,0,0,5.1,21.5,D0254,38,4.94,Comfort,,0
R048557,C07180,2025-10-21,8,Tuesday,0,Lake City,Errand,4.6,15.3,4.8,0,,,0,66.7,0,0,0,0,1.0,16.92,,,0,0.0,0.0,16.92,1,0,0,4.2,15.9,D1798,23,4.77,Standard,5,0
R048558,C10249,2025-08-30,8,Saturday,1,Mesa Vista,Commute,12.6,32.7,4.4,0,,,0,83.4,0,0,0,0,1.0,35.29,,,0,0.0,0.0,35.29,1,0,0,6.1,38.2,D0104,18,4.69,Standard,5,0
R048559,C02847,2025-10-17,10,Friday,0,Northport,Errand,10.5,27.9,7.4,0,,,0,61.2,0,0,1,0,1.15,33.24,,,0,0.0,0.0,33.24,1,0,0,8.1,29.1,D0957,5,4.76,Standard,5,0
R048560,C04703,2025-02-14,16,Friday,0,Mesa Vista,Airport,16.2,43.0,8.0,0,,,0,29.1,1,0,1,1,1.25,54.73,,,0,0.0,0.0,54.73,1,0,0,15.2,45.8,D0829,13,4.92,Comfort,5,0
R048561,C03343,2025-04-27,20,Sunday,1,Lake City,Airport,18.8,43.4,10.2,0,,,0,41.2,0,0,1,0,1.4,66.74,,,0,0.0,0.0,66.74,1,0,0,9.9,42.4,D1666,20,5.0,Standard,,0
R048562,C02013,2025-05-09,11,Friday,0,Mesa Vista,Leisure,11.1,29.6,8.3,1,1.2,5.0,0,66.9,0,0,0,0,1.0,32.02,,,0,0.0,0.0,32.02,1,0,0,7.0,30.0,D1622,5,5.0,Standard,,0
R048563,C01974,2025-03-27,15,Thursday,0,Grand Junction,Errand,7.1,16.9,8.0,0,,,0,58.3,0,1,0,0,1.0,20.1,,,0,0.0,0.0,20.1,1,0,0,11.2,17.3,D1214,15,4.69,Standard,4,0
R048564,C10293,2025-02-14,19,Friday,0,Grand Junction,Commute,10.1,29.2,8.3,1,1.9,2.0,0,39.9,1,0,0,0,1.0,28.0,,,0,0.0,0.0,28.0,1,0,0,8.7,28.8,D0141,16,4.75,Standard,,0
R048565,C04613,2025-10-24,20,Friday,0,Lake City,Airport,4.3,9.6,7.4,1,1.2,3.0,0,58.4,1,0,0,0,1.0,15.15,,,0,0.0,0.0,15.15,1,0,0,10.0,12.3,D0522,29,4.7,Standard,4,0
R048566,C06281,2025-05-22,16,Thursday,0,Mesa Vista,Business,4.7,15.4,7.7,0,,,0,64.4,0,0,1,0,1.15,20.49,,,0,0.0,0.0,20.49,1,0,0,8.8,13.4,D0422,27,4.88,Standard,5,0
R048567,C03352,2025-02-17,19,Monday,0,Northport,Commute,22.2,55.0,4.7,1,1.2,5.0,0,28.0,0,0,0,0,1.0,55.11,,,0,0.0,0.0,55.11,1,0,0,5.8,57.4,D0864,9,4.57,Standard,5,0
R048568,C09052,2025-06-13,11,Friday,0,Grand Junction,Commute,4.7,16.7,7.8,0,,,0,60.6,0,0,0,0,1.0,15.9,WINBACK_2025_06,$5 off,1,5.0,0.0,10.9,1,0,0,7.7,15.9,D1367,4,4.93,Standard,5,0
R048569,C03900,2025-02-01,14,Saturday,1,Mesa Vista,Commute,5.3,12.7,8.8,1,3.0,2.0,0,22.5,0,1,0,0,1.0,18.26,,,0,0.0,0.0,18.26,1,0,0,9.6,17.6,D1254,29,4.43,Standard,,0
R048570,C11767,2025-11-21,19,Friday,0,Grand Junction,Errand,6.4,17.2,7.2,0,,,0,30.3,1,0,0,0,1.0,18.96,,,0,0.0,0.0,18.96,1,0,0,10.6,17.3,D0389,18,4.6,Standard,5,0
R048571,C07114,2025-04-12,13,Saturday,1,Riverton,Business,8.6,22.5,4.5,0,,,0,76.0,0,0,0,0,1.0,23.33,,,0,0.0,0.0,23.33,1,0,0,5.9,23.5,D0757,5,4.89,Standard,5,0
R048572,C06950,2025-12-26,7,Friday,0,Mesa Vista,Airport,27.2,68.8,5.0,0,,,0,44.6,0,0,0,0,1.0,68.49,,,0,0.0,0.0,68.49,1,0,0,5.9,74.3,D0641,24,4.46,Standard,,0
R048573,C03871,2025-10-26,10,Sunday,1,Lake City,Airport,11.4,26.7,7.5,0,,,0,60.7,0,0,0,0,1.0,31.2,,,0,0.0,0.0,31.2,1,0,0,9.9,32.2,D0047,31,4.82,Standard,5,0
R048574,C02013,2025-01-10,5,Friday,0,Mesa Vista,Commute,4.1,11.9,4.5,0,,,0,22.7,0,0,0,0,1.0,16.01,,,0,0.0,0.0,16.01,1,0,0,2.7,16.9,D0177,37,4.74,Standard,5,0
R048575,C00624,2025-10-01,14,Wednesday,0,Grand Junction,Errand,1.6,4.0,5.5,0,,,0,69.0,0,0,0,0,1.0,7.75,,,0,0.0,0.0,7.75,1,0,0,4.5,5.4,D1786,27,4.82,Standard,5,0
R048576,C07682,2025-11-12,8,Wednesday,0,Northport,Errand,2.2,5.7,5.6,1,1.2,3.0,0,48.3,0,0,0,0,1.0,9.66,,,0,0.0,0.0,9.66,1,0,0,6.3,6.8,D1108,20,4.95,Standard,5,0
R048577,C00627,2025-05-15,7,Thursday,0,Mesa Vista,Business,3.4,12.3,4.7,0,,,0,91.6,0,0,0,0,1.0,14.89,,,0,0.0,0.0,14.89,1,0,0,4.6,16.8,D0759,17,4.93,Comfort,5,0
R048578,C04361,2025-06-27,21,Friday,0,Riverton,Errand,12.2,31.7,5.4,0,,,0,88.8,0,0,0,0,1.0,31.58,WINBACK_2025_06,Message only,0,0.0,0.0,31.58,1,0,0,4.4,35.2,D0548,2,4.69,Standard,5,0
R048579,C07508,2025-05-06,10,Tuesday,0,Riverton,Leisure,1.8,12.4,8.6,0,,,0,68.5,1,0,1,0,1.15,10.74,,,0,0.0,0.0,10.74,1,0,0,8.3,16.1,D1348,30,4.77,Comfort,5,0
R048580,C05477,2025-09-05,10,Friday,0,Riverton,Commute,5.3,12.9,5.9,1,1.2,6.0,1,69.6,0,0,0,0,1.0,15.51,,,0,0.0,0.0,21.51,1,0,0,2.5,13.9,D1561,11,4.83,Standard,5,0
R048581,C01225,2025-07-22,10,Tuesday,0,Northport,Commute,3.7,13.8,4.6,0,,,0,69.9,0,0,0,0,1.0,14.04,,,0,0.0,0.0,14.04,1,0,0,3.2,11.6,D1454,11,5.0,Premium,,0
R048582,C09521,2025-01-22,3,Wednesday,0,Riverton,Business,4.9,13.8,6.3,0,,,0,35.6,0,0,0,0,1.0,15.01,,,0,0.0,0.0,15.01,1,0,0,10.4,20.6,D1341,18,4.88,Standard,5,0
R048583,C07332,2025-01-19,14,Sunday,1,Grand Junction,Airport,25.2,48.3,13.0,0,,,0,15.8,0,1,0,0,1.0,58.32,,,0,0.0,0.0,58.32,1,0,0,16.5,48.2,D0130,67,4.98,Standard,5,0
R048584,C11739,2025-09-25,12,Thursday,0,Riverton,Errand,4.4,14.3,7.3,1,1.2,4.0,0,70.7,0,0,0,0,1.0,14.26,,,0,0.0,0.0,14.26,1,0,0,7.8,18.8,D0707,18,4.86,Standard,5,0
R048585,C07850,2025-04-22,9,Tuesday,0,Lake City,Commute,4.6,11.4,5.5,0,,,0,46.6,0,0,0,0,1.0,16.07,,,0,0.0,0.0,16.07,1,0,0,6.5,9.8,D0486,25,4.58,Standard,5,0
R048586,C04266,2025-12-24,14,Wednesday,0,Northport,Leisure,5.9,16.5,5.8,0,,,0,24.9,0,0,0,0,1.0,18.44,,,0,0.0,0.0,18.44,1,0,0,4.6,15.4,D0607,20,4.66,Standard,4,0
R048587,C06302,2025-08-29,13,Friday,0,Northport,Commute,6.4,15.0,4.5,0,,,0,89.2,0,0,0,0,1.0,18.97,,,0,0.0,0.0,18.97,1,0,0,5.9,18.7,D0059,18,4.79,Standard,,0
R048588,C00325,2025-04-12,14,Saturday,1,Northport,Airport,18.5,43.0,4.6,0,,,0,50.3,0,0,0,0,1.0,46.07,,,0,0.0,0.0,46.07,1,0,0,2.7,39.6,D1655,31,4.87,Standard,5,0
R048589,C05516,2025-06-13,22,Friday,0,Northport,Errand,17.7,43.5,5.4,0,,,0,93.0,0,0,0,0,1.0,44.79,WINBACK_2025_06,20% off,0,0.0,0.0,44.79,1,0,0,5.7,47.5,D1094,12,4.78,Standard,5,0
R048590,C10231,2025-11-22,19,Saturday,1,Northport,Leisure,10.1,27.0,6.8,0,,,0,57.3,0,0,0,0,1.0,28.01,,,0,0.0,0.0,28.01,1,0,0,8.2,27.5,D1591,13,4.9,Standard,5,0
R048591,C00910,2025-09-20,15,Saturday,1,Mesa Vista,Airport,26.6,57.2,7.5,1,1.2,7.0,0,60.7,0,0,0,0,1.0,64.9,,,0,0.0,0.0,64.9,1,0,0,8.0,53.7,D0825,25,4.93,Standard,4,0
R048592,C10954,2025-08-13,13,Wednesday,0,Mesa Vista,Leisure,4.3,10.6,8.8,0,,,0,69.9,0,0,0,0,1.0,16.07,,,0,0.0,0.0,16.07,1,0,0,6.8,11.9,D0484,32,4.78,Standard,,0
R048593,C01314,2025-11-20,17,Thursday,0,Riverton,Leisure,4.3,9.8,5.5,0,,,0,61.7,0,0,0,0,1.0,13.1,,,0,0.0,0.0,13.1,1,0,0,3.6,15.6,D0963,11,4.84,Comfort,5,0
R048594,C03119,2025-03-12,15,Wednesday,0,Grand Junction,Commute,9.1,21.6,9.7,0,,,0,58.9,1,0,0,0,1.0,24.6,,,0,0.0,0.0,24.6,1,0,0,12.9,26.0,D0225,13,4.93,Standard,4,0
R048595,C11846,2025-08-15,12,Friday,0,Mesa Vista,Errand,3.1,8.5,7.2,0,,,0,87.5,0,0,1,0,1.15,15.56,,,0,0.0,0.0,15.56,1,0,0,2.9,3.0,D0276,20,4.84,Standard,5,0
R048596,C02809,2025-07-15,14,Tuesday,0,Mesa Vista,Leisure,6.5,16.9,4.7,1,1.2,2.0,0,77.4,0,0,0,0,1.0,21.26,,,0,0.0,0.0,21.26,1,0,0,8.2,20.5,D0839,3,4.69,Standard,,0
R048597,C05068,2025-06-04,15,Wednesday,0,Riverton,Errand,19.8,42.9,8.2,0,,,0,73.5,1,0,0,0,1.0,47.19,WINBACK_2025_06,$5 ride credit,1,0.0,5.0,47.19,1,0,0,12.6,43.6,D0554,17,4.81,Standard,5,0
R048598,C09268,2025-11-29,18,Saturday,1,Lake City,Commute,12.5,36.0,6.6,0,,,0,63.3,1,0,0,0,1.0,35.15,,,0,0.0,0.0,35.15,1,0,0,7.2,44.6,D0428,4,4.88,Standard,5,0
R048599,C00278,2025-08-17,20,Sunday,1,Northport,Airport,15.2,34.4,5.4,0,,,0,89.1,0,0,0,0,1.0,38.46,,,0,0.0,0.0,38.46,1,0,0,5.8,37.1,D0237,17,4.99,Standard,,0
R048600,C07908,2025-12-28,21,Sunday,1,Lake City,Airport,15.3,34.9,6.2,0,,,0,34.1,0,0,0,0,1.0,39.75,,,0,0.0,0.0,39.75,1,0,0,6.5,39.1,D0676,43,4.92,Standard,5,0
R048601,C05446,2025-02-21,18,Friday,0,Northport,Airport,16.3,37.4,8.5,0,,,0,38.4,0,0,1,0,1.15,47.18,,,0,0.0,0.0,47.18,1,0,0,9.4,42.6,D0942,38,4.73,Comfort,5,0
R048602,C07005,2025-03-29,6,Saturday,1,Lake City,Errand,3.5,6.8,5.2,0,,,0,24.1,0,0,0,0,1.0,13.15,,,0,0.0,0.0,13.15,1,0,0,4.9,3.0,D0111,13,4.83,Premium,5,0
R048603,C05289,2025-03-09,17,Sunday,1,Riverton,Leisure,2.5,11.7,5.9,1,1.2,5.0,0,27.1,0,0,0,0,1.0,10.4,,,0,0.0,0.0,10.4,1,0,0,7.5,17.5,D0336,11,4.78,Comfort,,0
R048604,C03043,2025-12-08,18,Monday,0,Grand Junction,Business,14.9,42.7,4.8,0,,,0,37.0,0,0,0,0,1.0,39.27,,,0,0.0,0.0,39.27,1,0,0,4.5,45.6,D1276,20,4.84,Comfort,5,0
R048605,C09211,2025-09-09,19,Tuesday,0,Northport,Errand,7.2,20.1,7.3,0,,,0,74.7,0,0,0,0,1.0,21.48,,,0,0.0,0.0,21.48,1,0,0,12.4,27.7,D1664,2,4.8,Comfort,5,0
R048606,C11591,2025-01-31,4,Friday,0,Riverton,Errand,7.6,18.7,9.0,0,,,0,16.9,0,0,1,0,1.4,29.07,,,0,0.0,0.0,29.07,1,0,0,7.5,20.5,D0563,12,4.74,Standard,5,0
R048607,C10565,2025-06-09,22,Monday,0,Riverton,Errand,15.4,38.6,6.5,0,,,0,79.4,1,0,0,0,1.0,38.63,WINBACK_2025_06,20% off,0,0.0,0.0,38.63,1,0,0,7.4,42.3,D0705,12,4.83,Standard,,0
R048608,C05564,2025-08-24,19,Sunday,1,Mesa Vista,Leisure,2.1,10.0,12.6,0,,,0,89.7,1,0,1,0,1.6,19.41,,,0,0.0,0.0,19.41,1,0,0,15.3,14.1,D1676,38,5.0,Comfort,,0
R048609,C00090,2025-12-26,16,Friday,0,Northport,Airport,6.4,17.6,4.5,0,,,0,17.9,0,0,0,0,1.0,19.54,,,0,0.0,0.0,19.54,1,0,0,5.5,15.3,D1567,76,4.93,Premium,,0
R048610,C09499,2025-03-30,8,Sunday,1,Northport,Business,6.2,20.1,6.5,0,,,0,38.2,0,0,1,0,1.4,27.65,,,0,0.0,0.0,27.65,1,0,0,9.3,24.0,D0461,17,4.76,Comfort,5,0
R048611,C02482,2025-12-17,8,Wednesday,0,Grand Junction,Commute,10.9,26.8,7.3,0,,,0,45.5,0,0,0,0,1.0,28.85,,,0,0.0,0.0,28.85,1,0,0,9.0,30.7,D1649,15,4.91,Comfort,,0
R048612,C04546,2025-11-23,6,Sunday,1,Northport,Errand,8.8,24.1,4.9,1,1.2,5.0,0,37.0,0,0,0,0,1.0,25.13,,,0,0.0,0.0,25.13,1,0,0,8.1,29.9,D1762,8,5.0,Standard,,0
R048613,C01464,2025-01-10,7,Friday,0,Mesa Vista,Errand,3.9,9.5,10.7,0,,,0,40.0,0,0,1,0,1.4,21.19,,,0,0.0,0.0,21.19,1,0,0,12.1,14.2,D0920,43,4.86,Standard,,0
R048614,C06004,2025-04-17,7,Thursday,0,Mesa Vista,Leisure,6.9,23.3,7.7,0,,,0,63.0,1,0,0,0,1.0,23.36,,,0,0.0,0.0,23.36,1,0,0,7.8,22.4,D1604,10,4.89,Standard,5,0
R048615,C09181,2025-08-22,1,Friday,0,Mesa Vista,Commute,10.7,24.8,9.2,0,,,0,87.7,0,0,0,0,1.0,30.27,,,0,0.0,0.0,30.27,1,0,0,9.0,24.9,D0193,28,4.77,Standard,5,0
R048616,C02141,2025-03-10,20,Monday,0,Grand Junction,Business,16.6,36.9,6.6,0,,,0,47.5,0,0,0,0,1.0,40.94,,,0,0.0,0.0,40.94,1,0,0,6.9,44.7,D1107,8,4.82,Standard,5,0
R048617,C11804,2025-01-26,8,Sunday,1,Mesa Vista,Errand,12.2,31.6,8.5,0,,,0,36.6,0,0,0,0,1.0,34.36,,,0,0.0,0.0,34.36,1,0,0,10.4,37.3,D1188,41,4.85,Standard,5,0
R048618,C04097,2025-12-11,8,Thursday,0,Riverton,Leisure,10.8,28.2,5.4,1,1.2,4.0,0,46.3,0,0,0,0,1.0,28.39,,,0,0.0,0.0,28.39,1,0,0,6.5,24.6,D0438,14,4.77,Comfort,5,0
R048619,C11677,2025-05-31,18,Saturday,1,Mesa Vista,Business,11.7,30.1,6.8,0,,,0,76.8,1,0,0,0,1.0,33.16,,,0,0.0,0.0,33.16,1,0,0,7.7,31.3,D1132,9,4.84,Standard,,0
R048620,C10292,2025-12-30,2,Tuesday,0,Lake City,Business,10.1,25.8,12.8,0,,,0,37.7,0,1,0,0,1.0,28.75,,,0,0.0,0.0,28.75,1,0,0,17.2,25.0,D1401,6,4.85,Standard,5,0
R048621,C05947,2025-06-12,10,Thursday,0,Lake City,Commute,3.6,10.7,5.6,1,1.2,7.0,1,62.1,0,0,0,0,1.0,14.18,WINBACK_2025_06,Message only,0,0.0,0.0,0.0,0,1,0,0.8,14.2,D0947,10,4.85,Standard,,0
R048622,C05215,2025-06-28,9,Saturday,1,Grand Junction,Airport,29.6,70.8,8.4,0,,,0,67.8,1,0,1,0,1.15,81.52,WINBACK_2025_06,Message only,0,0.0,0.0,81.52,1,0,0,9.5,69.6,D1614,7,4.84,Standard,,0
R048623,C08205,2025-03-26,13,Wednesday,0,Grand Junction,Business,2.4,7.6,5.2,1,1.2,4.0,1,42.2,0,0,0,1,1.0,9.92,,,0,0.0,0.0,13.92,1,0,0,5.5,12.6,D0706,8,4.77,Standard,5,0
R048624,C03544,2025-11-29,10,Saturday,1,Mesa Vista,Commute,5.9,18.3,5.6,0,,,0,43.8,0,0,0,0,1.0,20.53,,,0,0.0,0.0,20.53,1,0,0,6.8,19.8,D0911,3,4.95,Standard,5,0
R048625,C02993,2025-09-12,6,Friday,0,Grand Junction,Business,13.0,28.9,10.4,0,,,0,84.8,0,0,0,0,1.0,32.95,,,0,0.0,0.0,32.95,1,0,0,11.9,29.5,D1729,12,4.63,Standard,4,0
R048626,C01479,2025-06-07,18,Saturday,1,Lake City,Commute,5.9,19.0,9.7,1,1.7,2.0,1,72.2,0,0,1,0,1.6,31.98,WINBACK_2025_06,20% off,1,6.4,0.0,27.58,1,0,0,0.8,20.0,D0340,12,4.65,Standard,,0
R048627,C07947,2025-12-25,7,Thursday,0,Riverton,Leisure,3.0,10.2,11.0,0,,,0,32.0,0,1,1,0,1.4,15.31,,,0,0.0,0.0,15.31,1,0,0,11.8,12.6,D1379,6,4.96,Standard,5,0
R048628,C03459,2025-05-06,12,Tuesday,0,Northport,Commute,4.2,7.0,9.3,0,,,0,66.2,1,0,0,0,1.0,13.41,,,0,0.0,0.0,13.41,1,0,0,13.0,8.9,D1710,35,4.76,Comfort,5,0
R048629,C09619,2025-07-28,11,Monday,0,Mesa Vista,Business,5.3,14.4,9.5,1,2.0,7.0,0,64.4,1,0,0,0,1.0,18.64,,,0,0.0,0.0,18.64,1,0,0,12.9,17.5,D0482,3,4.7,Standard,5,0
R048630,C09427,2025-05-31,18,Saturday,1,Riverton,Commute,6.6,21.9,8.8,0,,,0,70.1,0,0,1,0,1.6,31.58,,,0,0.0,0.0,31.58,1,0,0,10.3,23.3,D1085,16,5.0,Comfort,,0
R048631,C00435,2025-03-25,16,Tuesday,0,Mesa Vista,Business,3.8,12.2,6.9,0,,,0,28.0,0,0,0,0,1.0,15.56,,,0,0.0,0.0,15.56,1,0,0,4.9,12.2,D1690,22,5.0,Standard,5,0
R048632,C03456,2025-07-29,14,Tuesday,0,Mesa Vista,Business,9.5,22.9,7.0,0,,,0,82.6,0,0,0,0,1.0,27.77,,,0,0.0,0.0,27.77,1,0,0,7.5,20.3,D1797,20,4.65,Standard,5,0
R048633,C05120,2025-10-28,16,Tuesday,0,Grand Junction,Business,5.5,14.8,7.1,0,,,0,55.7,0,0,0,0,1.0,16.87,,,0,0.0,0.0,16.87,1,0,0,7.3,17.5,D1448,22,4.57,Standard,5,0
R048634,C09258,2025-01-21,16,Tuesday,0,Lake City,Commute,1.8,9.8,7.1,0,,,0,37.9,0,0,0,0,1.0,10.87,,,0,0.0,0.0,10.87,1,0,0,5.5,7.4,D1436,6,4.79,Standard,,0
